,Unnamed: 0,value,formattedValue,hasData,link,topic_mid,topic_title,topic_type,habilidades
19,19,5,5,True,/trends/explore?q=/m/0n68_&date=today+12-m&geo=BR,/m/0n68_,Estrutura,Assunto,Extração de Dados
20,20,5,5,True,/trends/explore?q=/m/0203b&date=today+12-m&geo=BR,/m/0203b,Conceito,Assunto,Extração de Dados
21,21,5,5,True,/trends/explore?q=/m/04fzr5d&date=today+12-m&geo=BR,/m/04fzr5d,Visualização de dados,Assunto,Extração de Dados
22,22,5,5,True,/trends/explore?q=/m/026yf&date=today+12-m&geo=BR,/m/026yf,Definição,Assunto,Extração de Dados
23,23,5,5,True,/trends/explore?q=/m/06cs1&date=today+12-m&geo=BR,/m/06cs1,Pesquisa,Assunto,Extração de Dados
24,24,5,5,True,/trends/explore?q=/m/01tygv&date=today+12-m&geo=BR,/m/01tygv,Arquivo,Tipo de organização,Extração de Dados
0,0,100,100,True,/trends/explore?q=/m/0dkw5&date=today+12-m&geo=BR,/m/0dkw5,Máquina,Assunto,Machine Learning
1,1,93,93,True,/trends/explore?q=/m/01hyh_&date=today+12-m&geo=BR,/m/01hyh_,Aprendizado de máquina,Campo de estudo,Machine Learning
2,2,16,16,True,/trends/explore?q=/m/0191f8&date=today+12-m&geo=BR,/m/0191f8,Aprendizagem,Campo de estudo,Machine Learning
3,3,12,12,True,/trends/explore?q=/m/026sq&date=today+12-m&geo=BR,/m/026sq,Dados,Assunto,Machine Learning
4,4,9,9,True,/trends/explore?q=/m/05z1_&date=today+12-m&geo=BR,/m/05z1_,Python,Linguagem de programação,Machine Learning
5,5,8,8,True,/trends/explore?q=/m/0mkz&date=today+12-m&geo=BR,/m/0mkz,Inteligência artificial,Campo de estudo,Machine Learning
6,6,6,6,True,/trends/explore?q=/m/02kwz2&date=today+12-m&geo=BR,/m/02kwz2,Inteligência,Assunto,Machine Learning
7,7,5,5,True,/trends/explore?q=/m/0jpv&date=today+12-m&geo=BR,/m/0jpv,Algoritmo,Assunto,Machine Learning
8,8,4,4,True,/trends/explore?q=/m/0jt3_q3&date=today+12-m&geo=BR,/m/0jt3_q3,Ciência de dados,Assunto,Machine Learning
9,9,4,4,True,/trends/explore?q=/m/06mq7&date=today+12-m&geo=BR,/m/06mq7,Ciência,Categoria de escola,Machine Learning
10,10,4,4,True,/trends/explore?q=/m/0h1fn8h&date=today+12-m&geo=BR,/m/0h1fn8h,Aprendizagem profunda,Assunto,Machine Learning
11,11,3,3,True,/trends/explore?q=/g/120vhg3f&date=today+12-m&geo=BR,/g/120vhg3f,Aprendizagem,Assunto,Machine Learning
12,12,3,3,True,/trends/explore?q=/m/09j9h&date=today+12-m&geo=BR,/m/09j9h,Engenheiro,Emprego,Machine Learning
13,13,3,3,True,/trends/explore?q=/g/121vr6rm&date=today+12-m&geo=BR,/g/121vr6rm,Análise,Assunto,Machine Learning
14,14,3,3,True,/trends/explore?q=/m/02ky346&date=today+12-m&geo=BR,/m/02ky346,Engenharia,Campo profissional,Machine Learning
15,15,2,2,True,/trends/explore?q=/m/07c1v&date=today+12-m&geo=BR,/m/07c1v,Tecnologia,Assunto,Machine Learning
16,16,2,2,True,/trends/explore?q=/m/0bs2j8q&date=today+12-m&geo=BR,/m/0bs2j8q,Big data,Assunto,Machine Learning
17,17,2,2,True,/trends/explore?q=/m/03f9cn&date=today+12-m&geo=BR,/m/03f9cn,Regressão,Estatística,Machine Learning
18,18,2,2,True,/trends/explore?q=/m/05dhw&date=today+12-m&geo=BR,/m/05dhw,Rede neural artificial,Campo de estudo,Machine Learning
19,19,2,2,True,/trends/explore?q=/m/04y7lrx&date=today+12-m&geo=BR,/m/04y7lrx,Microsoft Azure,Software,Machine Learning
20,20,2,2,True,/trends/explore?q=/m/0h97pvq&date=today+12-m&geo=BR,/m/0h97pvq,scikit-learn,Assunto,Machine Learning
21,21,2,2,True,/trends/explore?q=/m/01klyk&date=today+12-m&geo=BR,/m/01klyk,Previsão,Assunto,Machine Learning
22,22,2,2,True,/trends/explore?q=/m/02cck&date=today+12-m&geo=BR,/m/02cck,Conjunto de dados,Assunto,Machine Learning
23,23,1,1,True,/trends/explore?q=/m/054_cb&date=today+12-m&geo=BR,/m/054_cb,Metaverso,Universo ficcional,Machine Learning
24,24,1,1,True,/trends/explore?q=/m/04wwwq&date=today+12-m&geo=BR,/m/04wwwq,Floresta aleatória,Assunto,Machine Learning
0,0,100,100,True,/trends/explore?q=/m/025s6bf&date=today+12-m&geo=BR,/m/025s6bf,Oxigénio,Elemento químico,Indicadores
1,1,77,77,True,/trends/explore?q=/m/0kt51&date=today+12-m&geo=BR,/m/0kt51,Saúde,Assunto,Indicadores
2,2,52,52,True,/trends/explore?q=/g/1q6j7fxkz&date=today+12-m&geo=BR,/g/1q6j7fxkz,Indicador social,Assunto,Indicadores
3,3,52,52,True,/trends/explore?q=/m/01h6lp&date=today+12-m&geo=BR,/m/01h6lp,Desempenho,Assunto,Indicadores
4,4,48,48,True,/trends/explore?q=/m/02j62&date=today+12-m&geo=BR,/m/02j62,Economia,Campo de estudo,Indicadores
5,5,47,47,True,/trends/explore?q=/g/121vr6rm&date=today+12-m&geo=BR,/g/121vr6rm,Análise,Assunto,Indicadores
6,6,47,47,True,/trends/explore?q=/m/01593g&date=today+12-m&geo=BR,/m/01593g,Qualidade,Assunto,Indicadores
7,7,45,45,True,/trends/explore?q=/g/121c4vmj&date=today+12-m&geo=BR,/g/121c4vmj,Administração,Campo de estudo,Indicadores
8,8,40,40,True,/trends/explore?q=/g/120hndy9&date=today+12-m&geo=BR,/g/120hndy9,Processos da gerência de projetos,Assunto,Indicadores
9,9,33,33,True,/trends/explore?q=/m/03g_1kv&date=today+12-m&geo=BR,/m/03g_1kv,Objetivo,Assunto,Indicadores
10,10,31,31,True,/trends/explore?q=/m/0gw5h&date=today+12-m&geo=BR,/m/0gw5h,Avaliação,Assunto,Indicadores
11,11,30,30,True,/trends/explore?q=/m/01lff&date=today+12-m&geo=BR,/m/01lff,País,Assunto,Indicadores
12,12,30,30,True,/trends/explore?q=/m/026sq&date=today+12-m&geo=BR,/m/026sq,Dados,Assunto,Indicadores
13,13,29,29,True,/trends/explore?q=/g/121jnq1m&date=today+12-m&geo=BR,/g/121jnq1m,Negócios,Assunto,Indicadores
14,14,28,28,True,/trends/explore?q=/m/0bj6r&date=today+12-m&geo=BR,/m/0bj6r,Sistema,Assunto,Indicadores
15,15,28,28,True,/trends/explore?q=/m/01mt14&date=today+12-m&geo=BR,/m/01mt14,Índice de Desenvolvimento Humano,Assunto,Indicadores
16,16,28,28,True,/trends/explore?q=/m/0qb7t&date=today+12-m&geo=BR,/m/0qb7t,Organização,Assunto,Indicadores
17,17,24,24,True,/trends/explore?q=/m/07b7r&date=today+12-m&geo=BR,/m/07b7r,Estratégia,Assunto,Indicadores
18,18,23,23,True,/trends/explore?q=/m/03y39&date=today+12-m&geo=BR,/m/03y39,Informação,Assunto,Indicadores
19,19,22,22,True,/trends/explore?q=/m/0cdb6&date=today+12-m&geo=BR,/m/0cdb6,Demografia,Área de estudo,Indicadores
20,20,22,22,True,/trends/explore?q=/g/120y82ws&date=today+12-m&geo=BR,/g/120y82ws,Indicador,Química,Indicadores
21,21,22,22,True,/trends/explore?q=/m/0jkfj&date=today+12-m&geo=BR,/m/0jkfj,Indicador econômico,Assunto,Indicadores
22,22,20,20,True,/trends/explore?q=/m/0203b&date=today+12-m&geo=BR,/m/0203b,Conceito,Assunto,Indicadores
23,23,20,20,True,/trends/explore?q=/m/01qfr1&date=today+12-m&geo=BR,/m/01qfr1,Social,Assunto,Indicadores
24,24,19,19,True,/trends/explore?q=/m/0217bt&date=today+12-m&geo=BR,/m/0217bt,Planejamento,Assunto,Indicadores
0,0,100,100,True,/trends/explore?q=/m/0bmrb3&date=today+12-m&geo=BR,/m/0bmrb3,Tableau de bord,Assunto,Dashboards
1,1,20,20,True,/trends/explore?q=/m/016jq3&date=today+12-m&geo=BR,/m/016jq3,Inteligência empresarial,Assunto,Dashboards
2,2,18,18,True,/trends/explore?q=/g/11clr_l6ft&date=today+12-m&geo=BR,/g/11clr_l6ft,Power BI,Assunto,Dashboards
3,3,11,11,True,/trends/explore?q=/m/052tr&date=today+12-m&geo=BR,/m/052tr,Microsoft Excel,Programa de computador,Dashboards
4,4,8,8,True,/trends/explore?q=/m/026sq&date=today+12-m&geo=BR,/m/026sq,Dados,Assunto,Dashboards
5,5,5,5,True,/trends/explore?q=/g/11fy132gmf&date=today+12-m&geo=BR,/g/11fy132gmf,Grafana,Software,Dashboards
6,6,4,4,True,/trends/explore?q=/m/05z1_&date=today+12-m&geo=BR,/m/05z1_,Python,Linguagem de programação,Dashboards
7,7,3,3,True,/trends/explore?q=/m/0chln1&date=today+12-m&geo=BR,/m/0chln1,Relatório,Assunto,Dashboards
8,8,3,3,True,/trends/explore?q=/g/121jnq1m&date=today+12-m&geo=BR,/g/121jnq1m,Negócios,Assunto,Dashboards
9,9,2,2,True,/trends/explore?q=/m/02kwz2&date=today+12-m&geo=BR,/m/02kwz2,Inteligência,Assunto,Dashboards
10,10,2,2,True,/trends/explore?q=/m/02cwm&date=today+12-m&geo=BR,/m/02cwm,Design,Assunto,Dashboards
11,11,2,2,True,/trends/explore?q=/g/11fmgy30gx&date=today+12-m&geo=BR,/g/11fmgy30gx,Google Data Studio,Assunto,Dashboards
12,12,2,2,True,/trends/explore?q=/m/07k1x&date=today+12-m&geo=BR,/m/07k1x,Ferramenta,Assunto,Dashboards
13,13,2,2,True,/trends/explore?q=/g/121vr6rm&date=today+12-m&geo=BR,/g/121vr6rm,Análise,Assunto,Dashboards
14,14,2,2,True,/trends/explore?q=/m/02s9k80&date=today+12-m&geo=BR,/m/02s9k80,Tableau Software,Empresa,Dashboards
15,15,1,1,True,/trends/explore?q=/m/04q347y&date=today+12-m&geo=BR,/m/04q347y,Gráfico,Assunto,Dashboards
16,16,1,1,True,/trends/explore?q=/m/01rhgl&date=today+12-m&geo=BR,/m/01rhgl,Experiência,Filosofia,Dashboards
17,17,1,1,True,/trends/explore?q=/g/11my1t41tp&date=today+12-m&geo=BR,/g/11my1t41tp,good,Assunto,Dashboards
18,18,1,1,True,/trends/explore?q=/m/0z5n&date=today+12-m&geo=BR,/m/0z5n,Interface de programação de aplicações,Assunto,Dashboards
19,19,1,1,True,/trends/explore?q=/m/07btr5&date=today+12-m&geo=BR,/m/07btr5,Salesforce,Empresa,Dashboards
20,20,1,1,True,/trends/explore?q=/m/04sv4&date=today+12-m&geo=BR,/m/04sv4,Microsoft,Empresa,Dashboards
21,21,1,1,True,/trends/explore?q=/g/11h0b6gwth&date=today+12-m&geo=BR,/g/11h0b6gwth,Prometheus,Software,Dashboards
22,22,1,1,True,/trends/explore?q=/g/11cknd0blr&date=today+12-m&geo=BR,/g/11cknd0blr,Kibana,Software,Dashboards
23,23,1,1,True,/trends/explore?q=/m/030mbr&date=today+12-m&geo=BR,/m/030mbr,visualização,Assunto,Dashboards
24,24,1,1,True,/trends/explore?q=/m/05mfv7&date=today+12-m&geo=BR,/m/05mfv7,OpenSearch,Assunto,Dashboards
0,0,100,100,True,/trends/explore?q=/m/0k9sx&date=today+12-m&geo=BR,/m/0k9sx,Logística,Assunto,Logística
1,1,10,10,True,/trends/explore?q=/m/07bsy&date=today+12-m&geo=BR,/m/07bsy,Transporte,Categoria da listagem de locais,Logística
2,2,7,7,True,/trends/explore?q=/m/07hs4p&date=today+12-m&geo=BR,/m/07hs4p,Disciplina,Assunto,Logística
3,3,7,7,True,/trends/explore?q=/m/06m5wc&date=today+12-m&geo=BR,/m/06m5wc,Logística reversa,Assunto,Logística
4,4,6,6,True,/trends/explore?q=/m/02w88k&date=today+12-m&geo=BR,/m/02w88k,Salário,Assunto,Logística
5,5,4,4,True,/trends/explore?q=/g/121c4vmj&date=today+12-m&geo=BR,/g/121c4vmj,Administração,Campo de estudo,Logística
6,6,4,4,True,/trends/explore?q=/g/120mc0pr&date=today+12-m&geo=BR,/g/120mc0pr,Ensino técnico,Categoria de escola,Logística
7,7,3,3,True,/trends/explore?q=/m/07s0m_&date=today+12-m&geo=BR,/m/07s0m_,Faculdade,Assunto,Logística
8,8,3,3,True,/trends/explore?q=/g/121jnq1m&date=today+12-m&geo=BR,/g/121jnq1m,Negócios,Assunto,Logística
9,9,2,2,True,/trends/explore?q=/g/120hndy9&date=today+12-m&geo=BR,/g/120hndy9,Processos da gerência de projetos,Assunto,Logística
10,10,2,2,True,/trends/explore?q=/m/0n0j&date=today+12-m&geo=BR,/m/0n0j,Área,Assunto,Logística
11,11,2,2,True,/trends/explore?q=/m/06z59&date=today+12-m&geo=BR,/m/06z59,Gestão da cadeia de suprimentos,Assunto,Logística
12,12,2,2,True,/trends/explore?q=/m/0806jls&date=today+12-m&geo=BR,/m/0806jls,Produção,Assunto,Logística
13,13,2,2,True,/trends/explore?q=/m/019h6j&date=today+12-m&geo=BR,/m/019h6j,Gestão da cadeia logística,Assunto,Logística
14,14,2,2,True,/trends/explore?q=/m/01jsq_&date=today+12-m&geo=BR,/m/01jsq_,Distribuição,Logística,Logística
15,15,2,2,True,/trends/explore?q=/g/121cxq83&date=today+12-m&geo=BR,/g/121cxq83,Serviço,Economia,Logística
16,16,2,2,True,/trends/explore?q=/m/0203b&date=today+12-m&geo=BR,/m/0203b,Conceito,Assunto,Logística
17,17,2,2,True,/trends/explore?q=/g/122h5gw1&date=today+12-m&geo=BR,/g/122h5gw1,Analista,Emprego,Logística
18,18,2,2,True,/trends/explore?q=/m/07c1v&date=today+12-m&geo=BR,/m/07c1v,Tecnologia,Assunto,Logística
19,19,1,1,True,/trends/explore?q=/m/09mwmm&date=today+12-m&geo=BR,/m/09mwmm,Serviço Nacional de Aprendizagem Industrial,Instituição sem fins lucrativos,Logística
20,20,1,1,True,/trends/explore?q=/m/0qb7t&date=today+12-m&geo=BR,/m/0qb7t,Organização,Assunto,Logística
21,21,1,1,True,/trends/explore?q=/m/0217bt&date=today+12-m&geo=BR,/m/0217bt,Planejamento,Assunto,Logística
22,22,1,1,True,/trends/explore?q=/g/11b6snzkb7&date=today+12-m&geo=BR,/g/11b6snzkb7,Estoque,Assunto,Logística
23,23,1,1,True,/trends/explore?q=/g/121ymzyz&date=today+12-m&geo=BR,/g/121ymzyz,Indústria,Assunto,Logística
24,24,1,1,True,/trends/explore?q=/m/01593g&date=today+12-m&geo=BR,/m/01593g,Qualidade,Assunto,Logística
0,0,100,100,True,/trends/explore?q=/m/0g4gr&date=today+12-m&geo=BR,/m/0g4gr,Marketing,Assunto,Marketing
1,1,33,33,True,/trends/explore?q=/g/122hcnps&date=today+12-m&geo=BR,/g/122hcnps,Marketing digital,Campo profissional,Marketing
2,2,29,29,True,/trends/explore?q=/m/029kh&date=today+12-m&geo=BR,/m/029kh,Dados digitais,Assunto,Marketing
3,3,8,8,True,/trends/explore?q=/m/07hs4p&date=today+12-m&geo=BR,/m/07hs4p,Disciplina,Assunto,Marketing
4,4,4,4,True,/trends/explore?q=/g/121jnq1m&date=today+12-m&geo=BR,/g/121jnq1m,Negócios,Assunto,Marketing
5,5,3,3,True,/trends/explore?q=/m/07b7r&date=today+12-m&geo=BR,/m/07b7r,Estratégia,Assunto,Marketing
6,6,3,3,True,/trends/explore?q=/m/014dgf&date=today+12-m&geo=BR,/m/014dgf,Vendas,Assunto,Marketing
7,7,2,2,True,/trends/explore?q=/g/121c4vmj&date=today+12-m&geo=BR,/g/121c4vmj,Administração,Campo de estudo,Marketing
8,8,2,2,True,/trends/explore?q=/m/01jwgf&date=today+12-m&geo=BR,/m/01jwgf,Produto,Marketing,Marketing
9,9,2,2,True,/trends/explore?q=/m/07s0m_&date=today+12-m&geo=BR,/m/07s0m_,Faculdade,Assunto,Marketing
10,10,2,2,True,/trends/explore?q=/m/011s0&date=today+12-m&geo=BR,/m/011s0,Publicidade,Assunto,Marketing
11,11,2,2,True,/trends/explore?q=/m/01wg0g&date=today+12-m&geo=BR,/m/01wg0g,Estratégias de marketing,Assunto,Marketing
12,12,2,2,True,/trends/explore?q=/m/025b6kg&date=today+12-m&geo=BR,/m/025b6kg,E-mail marketing,Assunto,Marketing
13,13,2,2,True,/trends/explore?q=/m/01lhf&date=today+12-m&geo=BR,/m/01lhf,Comunicação,Assunto,Marketing
14,14,2,2,True,/trends/explore?q=/m/0217bt&date=today+12-m&geo=BR,/m/0217bt,Planejamento,Assunto,Marketing
15,15,2,2,True,/trends/explore?q=/m/01k1nr&date=today+12-m&geo=BR,/m/01k1nr,Marketing mix,Assunto,Marketing
16,16,1,1,True,/trends/explore?q=/m/01j0mk&date=today+12-m&geo=BR,/m/01j0mk,Cliente,Assunto,Marketing
17,17,1,1,True,/trends/explore?q=/g/120hzj6v&date=today+12-m&geo=BR,/g/120hzj6v,Agência de marketing,Assunto,Marketing
18,18,1,1,True,/trends/explore?q=/m/018jrr&date=today+12-m&geo=BR,/m/018jrr,Plano,Assunto,Marketing
19,19,1,1,True,/trends/explore?q=/g/122h5gw1&date=today+12-m&geo=BR,/g/122h5gw1,Analista,Emprego,Marketing
20,20,1,1,True,/trends/explore?q=/g/121bk76y&date=today+12-m&geo=BR,/g/121bk76y,Grátis,Moeda,Marketing
21,21,1,1,True,/trends/explore?q=/m/01jv6s&date=today+12-m&geo=BR,/m/01jv6s,Plano de marketing,Assunto,Marketing
22,22,0,<1,True,/trends/explore?q=/m/02y_9m3&date=today+12-m&geo=BR,/m/02y_9m3,Computação em nuvem,Assunto,Marketing
23,23,0,<1,True,/trends/explore?q=/m/0312h5&date=today+12-m&geo=BR,/m/0312h5,Tráfego web,Assunto,Marketing
24,24,0,<1,True,/trends/explore?q=/m/0bmgvsy&date=today+12-m&geo=BR,/m/0bmgvsy,ExactTarget,Empresa,Marketing
0,0,100,100,True,/trends/explore?q=/m/024n8g&date=today+12-m&geo=BR,/m/024n8g,Implementação de software,Assunto,Implementação
1,1,25,25,True,/trends/explore?q=/m/025s6bf&date=today+12-m&geo=BR,/m/025s6bf,Oxigénio,Elemento químico,Implementação
2,2,13,13,True,/trends/explore?q=/g/120hndy9&date=today+12-m&geo=BR,/g/120hndy9,Processos da gerência de projetos,Assunto,Implementação
3,3,11,11,True,/trends/explore?q=/m/05qt0&date=today+12-m&geo=BR,/m/05qt0,Política,Assunto,Implementação
4,4,11,11,True,/trends/explore?q=/m/0bj6r&date=today+12-m&geo=BR,/m/0bj6r,Sistema,Assunto,Implementação
5,5,11,11,True,/trends/explore?q=/g/121c4vmj&date=today+12-m&geo=BR,/g/121c4vmj,Administração,Campo de estudo,Implementação
6,6,10,10,True,/trends/explore?q=/m/04gb7&date=today+12-m&geo=BR,/m/04gb7,Direito,Assunto,Implementação
7,7,10,10,True,/trends/explore?q=/m/02jfc&date=today+12-m&geo=BR,/m/02jfc,Educação,Assunto,Implementação
8,8,10,10,True,/trends/explore?q=/m/015ns&date=today+12-m&geo=BR,/m/015ns,Ser,Assunto,Implementação
9,9,8,8,True,/trends/explore?q=/m/0qb7t&date=today+12-m&geo=BR,/m/0qb7t,Organização,Assunto,Implementação
10,10,8,8,True,/trends/explore?q=/m/0156dy&date=today+12-m&geo=BR,/m/0156dy,Projeto,Assunto,Implementação
11,11,8,8,True,/trends/explore?q=/m/0hqj_&date=today+12-m&geo=BR,/m/0hqj_,Sinônimo,Assunto,Implementação
12,12,7,7,True,/trends/explore?q=/m/03g_1kv&date=today+12-m&geo=BR,/m/03g_1kv,Objetivo,Assunto,Implementação
13,13,7,7,True,/trends/explore?q=/g/121vr6rm&date=today+12-m&geo=BR,/g/121vr6rm,Análise,Assunto,Implementação
14,14,7,7,True,/trends/explore?q=/m/0217bt&date=today+12-m&geo=BR,/m/0217bt,Planejamento,Assunto,Implementação
15,15,7,7,True,/trends/explore?q=/m/07b7r&date=today+12-m&geo=BR,/m/07b7r,Estratégia,Assunto,Implementação
16,16,6,6,True,/trends/explore?q=/m/0kt51&date=today+12-m&geo=BR,/m/0kt51,Saúde,Assunto,Implementação
17,17,6,6,True,/trends/explore?q=/m/07c1v&date=today+12-m&geo=BR,/m/07c1v,Tecnologia,Assunto,Implementação
18,18,5,5,True,/trends/explore?q=/m/026sq&date=today+12-m&geo=BR,/m/026sq,Dados,Assunto,Implementação
19,19,5,5,True,/trends/explore?q=/m/0gw5h&date=today+12-m&geo=BR,/m/0gw5h,Avaliação,Assunto,Implementação
20,20,5,5,True,/trends/explore?q=/m/0203b&date=today+12-m&geo=BR,/m/0203b,Conceito,Assunto,Implementação
21,21,5,5,True,/trends/explore?q=/m/03jzl9&date=today+12-m&geo=BR,/m/03jzl9,Ação,Finanças,Implementação
22,22,5,5,True,/trends/explore?q=/m/02py09&date=today+12-m&geo=BR,/m/02py09,Meio ambiente,Assunto,Implementação
23,23,5,5,True,/trends/explore?q=/g/121jnq1m&date=today+12-m&geo=BR,/g/121jnq1m,Negócios,Assunto,Implementação
24,24,5,5,True,/trends/explore?q=/m/05nk6s&date=today+12-m&geo=BR,/m/05nk6s,Implantação de software,Assunto,Implementação
0,0,100,100,True,/trends/explore?q=/m/01jr1p&date=today+12-m&geo=BR,/m/01jr1p,"Extract, transform, load",Assunto,ETL
1,1,22,22,True,/trends/explore?q=/m/026sq&date=today+12-m&geo=BR,/m/026sq,Dados,Assunto,ETL
2,2,8,8,True,/trends/explore?q=/m/016jq3&date=today+12-m&geo=BR,/m/016jq3,Inteligência empresarial,Assunto,ETL
3,3,7,7,True,/trends/explore?q=/m/07k1x&date=today+12-m&geo=BR,/m/07k1x,Ferramenta,Assunto,ETL
4,4,6,6,True,/trends/explore?q=/g/1tdknb0g&date=today+12-m&geo=BR,/g/1tdknb0g,ETL de Lins,"Instituição educacional em Lins, São Paulo",ETL
5,5,6,6,True,/trends/explore?q=/m/05z1_&date=today+12-m&geo=BR,/m/05z1_,Python,Linguagem de programação,ETL
6,6,5,5,True,/trends/explore?q=/g/11clr_l6ft&date=today+12-m&geo=BR,/g/11clr_l6ft,Power BI,Assunto,ETL
7,7,5,5,True,/trends/explore?q=/g/1pycv1ktq&date=today+12-m&geo=BR,/g/1pycv1ktq,Lins,Cidade em São Paulo,ETL
8,8,5,5,True,/trends/explore?q=/m/075st&date=today+12-m&geo=BR,/m/075st,SQL,Linguagem de programação,ETL
